COMPANION_SEQ,TRAVEL_ID,REL_CD,COMPANION_GENDER,COMPANION_AGE_GRP,COMPANION_SITUATION
3,h_h004362,7,2,3,1
2,h_h004362,7,2,3,1
2,h_h004363,5,2,3,1
1,h_h004363,5,2,3,1
2,h_h004365,2,2,1,1
1,h_h004365,1,2,4,1
1,h_h004376,7,2,5,1
1,h_h004385,8,1,3,1
1,h_h004386,8,1,4,1
1,h_h004399,1,2,5,1
1,h_h004402,7,2,3,1
1,h_h004406,1,2,5,1
3,h_h004406,2,2,1,1
2,h_h004406,2,2,1,1
4,h_h004406,2,2,1,1
1,h_h004410,7,2,3,1
1,h_h004411,8,2,3,1
1,h_h004415,8,2,3,1
1,h_h004427,8,1,4,1
2,h_h004446,5,1,3,1
1,h_h004446,3,2,5,1
1,h_h004459,1,1,5,1
1,h_h004474,8,1,4,1
1,h_h004492,5,2,3,1
1,h_h004499,3,2,6,1
1,h_h004515,8,2,3,1
1,h_h004523,8,2,3,1
1,h_h004552,1,1,3,1
1,h_h004573,8,1,3,1
1,h_h004577,5,2,3,1
1,h_h004579,7,2,3,1
1,h_h004593,8,1,3,1
2,h_h004611,2,1,1,1
1,h_h004611,1,1,5,1
3,h_h004611,2,2,1,1
1,h_h004636,7,2,3,1
1,h_h004640,8,2,3,1
1,h_h004654,8,1,3,1
1,h_h004660,7,2,3,1
1,h_h004696,8,1,3,1
1,h_h004712,7,2,3,1
1,h_h004721,8,1,3,1
1,h_h004732,7,2,3,1
1,h_h004739,5,2,3,1
1,h_h004752,7,2,3,1
1,h_h004754,3,1,6,1
1,h_h004755,7,2,3,1
2,h_h004757,7,2,3,1
1,h_h004757,7,2,3,1
1,h_h004773,5,2,3,1
2,h_h004796,3,2,6,3
1,h_h004796,3,1,6,3
3,h_h004796,8,1,3,1
4,h_h004845,7,1,3,1
1,h_h004845,7,1,3,1
3,h_h004845,7,1,3,1
2,h_h004845,7,1,3,1
1,h_h004851,7,2,3,2
1,h_h004860,7,2,3,1
2,h_h004860,7,2,3,1
1,h_h004876,8,1,3,1
2,h_h004877,4,2,8,1
4,h_h004877,5,1,4,3
1,h_h004877,4,1,8,1
3,h_h004877,1,1,4,1
5,h_h004877,5,2,3,3
1,h_h004911,3,2,7,1
1,h_h004919,8,1,3,1
1,h_h004920,8,1,3,1
1,h_h004947,2,2,3,1
1,h_h004949,6,1,5,1
1,h_h004968,8,1,3,1
1,h_h004977,1,2,4,1
1,h_h004992,7,2,3,1
2,h_h004997,3,2,6,1
4,h_h004997,5,2,3,1
6,h_h004997,5,2,4,3
8,h_h004997,6,1,1,3
1,h_h004997,3,1,7,1
3,h_h004997,5,2,3,1
5,h_h004997,5,1,3,1
7,h_h004997,6,1,4,3
2,h_h004998,3,2,6,3
1,h_h004998,3,1,6,3
3,h_h004998,5,1,3,3
1,h_h004999,3,2,6,1
1,h_h005014,7,2,3,1
1,h_h005017,1,1,5,1
2,h_h005017,2,1,2,1
1,h_h005028,8,1,3,1
1,h_h005037,8,2,3,1
2,h_h005044,5,2,3,1
1,h_h005044,3,2,6,1
2,h_h005052,7,2,3,1
1,h_h005052,7,2,3,1
3,h_h005052,7,2,3,1
1,h_h005058,2,2,1,1
1,h_h005060,8,1,3,1
1,h_h005061,8,2,3,1
2,h_h005062,7,1,4,1
1,h_h005062,7,1,4,1
1,h_h005063,7,2,3,1
2,h_h005066,7,1,3,1
1,h_h005066,7,2,3,1
1,h_h005082,1,1,4,1
2,h_h005082,2,2,1,1
1,h_h005086,7,2,3,1
2,h_h005086,7,2,3,1
1,h_h005113,8,1,3,1
2,h_h005124,9,2,4,1
1,h_h005124,9,2,4,1
2,h_h005136,7,2,3,1
1,h_h005136,7,2,3,1
1,h_h005138,4,1,7,1
3,h_h005138,6,2,2,1
5,h_h005138,2,1,1,1
2,h_h005138,4,2,6,1
4,h_h005138,1,1,4,1
1,h_h005149,8,1,3,1
1,h_h005150,1,2,4,1
1,h_h005177,8,1,3,1
1,h_h005181,8,2,3,1
2,h_h005184,7,2,3,1
1,h_h005184,7,2,3,2
1,h_h005198,8,1,4,1
1,h_h005200,8,1,3,1
1,h_h005201,8,1,4,1
1,h_h005208,8,1,3,1
1,h_h005212,7,2,3,1
3,h_h005212,7,2,3,1
2,h_h005212,7,2,3,1
2,h_h005217,2,2,1,1
1,h_h005217,1,2,4,1
1,h_h005232,1,1,4,1
3,h_h005232,2,2,1,1
2,h_h005232,2,1,1,1
1,h_h005233,8,2,3,1
1,h_h005234,8,1,4,1
2,h_h005238,7,2,3,1
1,h_h005238,7,2,3,1
1,h_h005245,9,2,4,1
1,h_h005252,8,1,3,1
2,h_h005253,2,2,4,1
1,h_h005253,2,2,4,1
1,h_h005264,8,2,3,3
1,h_h005267,7,1,3,1
1,h_h005269,7,1,3,1
1,h_h005271,8,1,4,1
1,h_h005274,8,2,3,1
1,h_h005280,8,2,3,1
1,h_h005288,1,2,4,1
2,h_h005297,11,1,3,3
1,h_h005297,7,1,3,3
1,h_h005298,8,1,3,1
1,h_h005309,8,1,3,1
1,h_h005311,5,2,4,1
2,h_h005312,7,2,3,1
1,h_h005312,7,2,3,1
1,h_h005342,7,2,4,1
3,h_h005342,7,2,4,1
2,h_h005342,7,2,4,1
4,h_h005342,7,2,4,1
1,h_h005345,7,2,3,1
1,h_h005365,8,1,3,1
1,h_h005366,8,1,3,1
3,h_h005367,2,1,3,1
2,h_h005367,2,2,3,1
1,h_h005367,1,1,6,1
1,h_h005369,7,2,3,1
1,h_h005377,8,1,4,1
1,h_h005390,8,1,4,1
1,h_h005428,8,1,3,1
3,h_h005433,7,1,3,3
2,h_h005433,7,1,3,1
1,h_h005433,7,1,3,1
2,h_h005434,2,2,2,1
1,h_h005434,1,1,5,1
3,h_h005434,2,2,2,1
1,h_h005435,5,2,3,1
1,h_h005437,3,2,6,1
1,h_h005441,1,2,5,1
3,h_h005441,2,2,2,1
2,h_h005441,2,1,2,1
4,h_h005441,2,1,1,1
1,h_h005448,7,2,3,1
1,h_h005455,1,2,5,1
1,h_h005459,8,1,3,1
1,h_h005461,7,2,3,1
1,h_h005462,8,1,3,1
1,h_h005464,5,2,3,1
1,h_h005466,8,1,3,1
1,h_h005492,3,1,8,1
3,h_h005492,1,1,5,1
2,h_h005492,3,2,8,1
4,h_h005492,2,1,1,1
1,h_h005494,3,2,6,1
2,h_h005494,4,2,8,1
1,h_h005495,7,1,3,1
1,h_h005501,8,2,4,1
3,h_h005501,7,2,4,1
2,h_h005501,7,1,4,1
1,h_h005509,8,1,3,1
1,h_h005518,8,1,3,1
2,h_h005535,2,1,1,1
1,h_h005535,1,1,5,1
1,h_h005559,8,2,4,1
1,h_h005574,8,1,3,1
1,h_h005580,8,1,3,1
1,h_h005583,7,1,3,1
2,h_h005583,7,1,3,1
1,h_h005586,1,1,6,1
1,h_h005589,1,1,4,1
2,h_h005590,5,2,3,1
1,h_h005590,3,2,6,1
1,h_h005624,2,1,1,1
1,h_h005641,7,2,3,1
1,h_h005644,8,1,3,1
1,h_h005655,8,1,3,1
1,h_h005680,1,1,4,1
1,h_h005700,1,2,4,1
2,h_h005700,2,2,1,1
2,h_h005713,2,2,1,1
1,h_h005713,1,1,4,1
1,h_h005736,2,1,5,1
2,h_h005736,2,2,4,1
1,h_h005746,8,1,3,1
1,h_h005771,5,2,3,1
1,h_h005798,8,1,4,1
1,h_h005841,8,2,3,1
1,h_h005842,8,1,4,1
1,h_h005851,7,1,3,1
1,h_h005857,8,2,4,1
1,h_h005858,8,2,3,1
1,h_h005865,3,2,6,1
1,h_h005884,8,2,3,1
1,h_h005888,3,2,6,2
2,h_h005889,7,1,4,1
1,h_h005889,7,2,3,3
1,h_h005912,1,2,5,1
1,h_h005917,8,1,4,1
1,h_h005922,8,2,4,1
1,h_h005951,8,1,3,1
3,h_h005951,7,2,3,1
2,h_h005951,7,1,3,1
2,h_h005953,2,2,1,1
4,h_h005953,2,2,1,1
1,h_h005953,1,2,5,1
3,h_h005953,2,1,1,1
1,h_h005955,1,1,4,1
1,h_h005958,1,2,4,1
3,h_h005958,2,1,1,1
2,h_h005958,2,2,1,1
2,h_h005961,2,1,1,1
1,h_h005961,1,2,4,1
1,h_h005995,8,2,3,1
1,h_h006083,9,1,4,1
3,h_h006083,10,1,5,2
5,h_h006083,10,2,5,3
2,h_h006083,10,1,5,3
4,h_h006083,10,2,4,2
6,h_h006083,10,2,5,3
1,h_h006101,1,2,5,1
2,h_h006102,6,2,1,1
1,h_h006102,3,2,7,1
2,h_h006114,7,1,3,1
1,h_h006114,7,1,3,1
1,h_h006127,7,1,4,1
1,h_h006130,1,2,6,1
1,h_h006132,1,2,4,1
3,h_h006132,2,2,1,1
2,h_h006132,2,1,1,1
1,h_h006138,8,2,3,1
1,h_h006152,8,1,3,1
1,h_h006162,8,2,3,1
2,h_h006177,2,2,1,1
1,h_h006177,1,2,4,1
1,h_h006191,1,1,4,1
1,h_h006192,3,2,6,1
2,h_h006285,2,1,1,1
1,h_h006285,1,1,5,1
3,h_h006285,2,1,1,1
1,h_h006290,8,2,4,1
1,h_h006295,8,1,5,1
1,h_h006302,7,2,3,1
1,h_h006303,1,1,4,1
3,h_h006303,2,1,1,1
2,h_h006303,2,1,1,1
2,h_h006304,10,2,3,3
1,h_h006304,1,1,5,1
3,h_h006304,10,1,4,3
1,h_h006305,5,2,4,1
1,h_h006315,1,1,4,1
2,h_h006315,2,2,1,1
1,h_h006316,3,2,8,1
1,h_h006320,8,1,3,1
1,h_h006321,7,2,4,1
1,h_h006326,8,1,5,1
1,h_h006332,2,2,1,1
1,h_h006334,8,2,4,1
1,h_h006338,3,2,6,1
2,h_h006340,2,1,1,1
1,h_h006340,1,1,4,1
2,h_h006341,2,2,2,1
1,h_h006341,1,1,4,1
3,h_h006341,2,1,1,1
1,h_h006344,1,1,5,1
3,h_h006344,2,1,2,1
2,h_h006344,2,2,2,1
2,h_h006361,3,2,8,1
1,h_h006361,3,1,8,1
1,h_h006375,8,1,4,1
1,h_h006394,7,2,4,1
1,h_h006395,7,2,3,1
1,h_h006398,1,2,6,1
1,h_h006402,8,1,3,1
1,h_h006405,1,1,5,1
3,h_h006405,2,2,1,1
2,h_h006405,2,1,1,1
1,h_h006409,2,2,2,1
1,h_h006411,2,1,5,1
3,h_h006411,11,1,1,1
2,h_h006411,2,2,5,1
4,h_h006411,11,1,1,1
1,h_h006416,3,1,6,1
1,h_h006433,1,1,5,1
3,h_h006433,2,2,2,1
2,h_h006433,2,2,2,1
2,h_h006434,2,2,2,1
1,h_h006434,1,2,5,1
3,h_h006434,2,1,2,1
1,h_h006435,1,1,5,1
1,h_h006438,8,1,4,1
1,h_h006439,7,2,5,1
1,h_h006440,1,1,5,1
3,h_h006440,2,2,1,1
2,h_h006440,2,2,1,1
2,h_h006443,2,1,2,1
1,h_h006443,1,2,5,1
3,h_h006443,2,1,2,3
1,h_h006450,1,2,4,1
3,h_h006450,3,2,1,1
2,h_h006450,2,1,1,1
1,h_h006455,8,2,4,1
1,h_h006458,1,2,4,1
1,h_h006459,1,1,4,1
2,h_h006459,2,2,1,1
2,h_h006460,2,1,2,1
1,h_h006460,1,2,5,1
3,h_h006460,2,2,2,1
1,h_h006462,7,2,4,2
1,h_h006464,1,2,5,1
1,h_h006465,1,1,4,1
1,h_h006468,1,2,4,1
2,h_h006468,2,2,1,1
1,h_h006469,8,1,3,3
2,h_h006470,2,1,2,1
1,h_h006470,1,1,5,1
1,h_h006472,1,2,4,1
1,h_h006473,7,2,4,1
2,h_h006473,7,2,4,1
1,h_h006476,2,1,1,1
2,h_h006477,2,1,1,1
1,h_h006477,1,1,4,1
3,h_h006477,2,1,1,1
2,h_h006478,11,2,5,1
1,h_h006478,7,1,5,1
2,h_h006480,10,2,6,2
4,h_h006480,10,2,6,2
1,h_h006480,10,1,5,2
3,h_h006480,10,2,5,2
1,h_h006491,1,2,4,1
1,h_h006494,1,1,5,1
1,h_h006496,7,2,6,1
2,h_h006498,7,2,6,1
1,h_h006498,1,1,6,1
1,h_h006499,2,2,1,1
1,h_h006502,5,2,4,1
2,h_h006502,2,2,1,1
1,h_h006504,2,1,1,1
1,h_h006506,1,1,4,1
1,h_h006519,1,1,4,1
3,h_h006519,2,2,1,1
2,h_h006519,2,2,1,1
1,h_h006527,8,1,4,1
1,h_h006528,3,2,7,1
2,h_h006530,2,1,1,1
1,h_h006530,1,1,4,1
2,h_h006533,3,2,7,1
1,h_h006533,2,2,1,1
1,h_h006534,1,1,5,1
2,h_h006539,8,1,4,3
1,h_h006539,7,2,4,1
2,h_h006543,2,2,2,1
1,h_h006543,1,2,5,1
2,h_h006545,2,2,1,1
1,h_h006545,1,1,5,1
3,h_h006545,2,2,1,1
1,h_h006549,7,2,3,1
1,h_h006551,1,1,4,1
2,h_h006565,2,2,2,1
1,h_h006565,1,1,5,1
3,h_h006565,2,2,2,1
1,h_h006567,8,1,4,1
2,h_h006568,2,1,1,1
1,h_h006568,1,1,5,1
3,h_h006568,2,2,1,1
1,h_h006572,1,1,6,1
1,h_h006578,8,1,4,1
1,h_h006581,1,2,4,1
2,h_h006581,2,1,1,1
1,h_h006585,2,2,2,1
2,h_h006585,2,2,1,1
1,h_h006587,8,1,3,1
2,h_h006589,2,1,2,1
1,h_h006589,1,2,6,1
3,h_h006589,2,1,2,1
1,h_h006592,2,1,1,1
3,h_h006594,2,1,1,1
2,h_h006594,2,1,1,1
1,h_h006594,1,2,5,1
1,h_h006597,1,1,5,1
2,h_h006597,2,1,2,1
1,h_h006607,1,1,5,1
3,h_h006607,2,1,1,1
2,h_h006607,2,1,2,1
1,h_h006612,7,2,4,1
2,h_h006617,11,2,1,1
1,h_h006617,2,2,4,1
1,h_h006620,7,1,5,1
1,h_h006621,3,2,5,1
1,h_h006626,7,2,4,1
1,h_h006629,1,1,4,1
2,h_h006629,2,1,1,1
1,h_h006632,1,2,5,1
1,h_h006635,1,2,5,1
2,h_h006635,2,1,1,1
1,h_h006636,1,1,3,1
1,h_h006637,10,2,5,1
1,h_h006638,1,1,5,1
2,h_h006638,2,1,1,1
1,h_h006643,1,2,4,1
2,h_h006643,2,2,1,1
1,h_h006645,1,1,5,1
1,h_h006653,8,1,3,1
2,h_h006663,2,2,2,1
1,h_h006663,1,1,5,1
3,h_h006663,2,2,1,1
1,h_h006665,8,2,3,1
2,h_h006668,2,1,2,1
1,h_h006668,1,2,5,1
3,h_h006668,2,1,1,1
1,h_h006671,8,2,3,1
1,h_h006677,2,2,2,1
1,h_h006678,7,2,5,1
1,h_h006680,1,2,5,1
1,h_h006681,1,1,5,1
3,h_h006681,2,2,1,1
2,h_h006681,2,2,2,1
2,h_h006682,2,1,1,1
1,h_h006682,1,1,5,1
3,h_h006682,2,2,1,1
1,h_h006685,8,1,4,1
1,h_h006695,1,2,5,1
2,h_h006695,2,1,1,1
2,h_h006700,2,1,2,1
1,h_h006700,1,1,5,1
1,h_h006703,1,1,5,1
1,h_h006706,1,1,4,1
1,h_h006709,1,1,5,1
3,h_h006709,2,1,1,1
2,h_h006709,2,1,1,1
1,h_h006720,6,2,4,1
2,h_h006720,6,2,3,1
1,h_h006737,8,1,3,3
1,h_h006744,1,1,6,1
2,h_h006747,2,2,1,1
1,h_h006747,1,2,4,1
1,h_h006748,1,2,4,1
3,h_h006748,2,1,1,1
2,h_h006748,2,1,1,1
1,h_h006749,7,2,3,1
2,h_h006750,7,2,4,1
1,h_h006750,7,2,4,1
1,h_h006755,8,1,3,1
1,h_h006766,7,2,6,1
1,h_h006870,2,1,2,1
1,h_h006872,1,1,4,1
2,h_h006872,2,1,1,1
